LDT	Model	Mã SC	Sửa Chữa	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền Công Sửa
HTC	HTC-0P4O100	HTC-G103.1	Thay loa	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC-0P4O100	HTC-G103	Thay chuông	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC-0P4O100	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC-0P4O100	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	36H01916-00M	Loa One, One max, Desire 600/700	REFURBISH	
HTC	HTC-0P4O100	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC-0P4O100	HTC-L101.2-Brown	Thay màn hình có cảm ứng và mặt trước (nâu)	36H01916-00M	Loa One, One max, Desire 600/700	REFURBISH	
HTC	HTC-0P4O100	HTC-L101.2-Brown	Thay màn hình có cảm ứng và mặt trước (nâu)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC-0P4O100	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	51H00917-00M	Bo mạch micro và sạc Desire 700	YES	
HTC	HTC-0P4O100	HTC-C122.3-PWR	Thay cáp tín hiệu nút Power	51H20574-00M	Bo mạch nút nguồn Desire 700	YES	
HTC	HTC-0P4O100	HTC-C122.3-PWR	Thay cáp tín hiệu nút Power	51H20575-00M	Bo mạch nút âm thanh Desire 700	BH DV	
HTC	HTC-0P4O100	HTC-C122.3-PWR	Thay cáp tín hiệu nút Power	51H20575-00M	Bo mạch nút âm thanh Desire 700	HTC BHQT	
HTC	HTC-0P4O100	HTC-C122.2-KVOL	Thay cáp tín hiệu âm thanh/ volume	51H20575-00M	Bo mạch nút âm thanh Desire 700	BH DV	
HTC	HTC-0P4O100	HTC-C122.2-KVOL	Thay cáp tín hiệu âm thanh/ volume	51H20575-00M	Bo mạch nút âm thanh Desire 700	NO	
HTC	HTC-0P4O100	HTC-C122.2-KVOL	Thay cáp tín hiệu âm thanh/ volume	51H20575-00M	Bo mạch nút âm thanh Desire 700	HTC BHQT	
HTC	HTC-0P4O100	HTC-C122.2-KVOL	Thay cáp tín hiệu âm thanh/ volume	51H20575-00M	Bo mạch nút âm thanh Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-C122.2-KVOL	Thay cáp tín hiệu âm thanh/ volume	51H20575-00M	Bo mạch nút âm thanh Desire 700	YES	
HTC	HTC-0P4O100	HTC-B108	Thay cáp kết nối bên trong máy	51H20576-00M	Bo mạch kết nối bo mạch chính và bo micro Desire 700	BH DV	
HTC	HTC-0P4O100	HTC-B108	Thay cáp kết nối bên trong máy	51H20576-00M	Bo mạch kết nối bo mạch chính và bo micro Desire 700	NO	
HTC	HTC-0P4O100	HTC-B108	Thay cáp kết nối bên trong máy	51H20576-00M	Bo mạch kết nối bo mạch chính và bo micro Desire 700	HTC BHQT	
HTC	HTC-0P4O100	HTC-B108	Thay cáp kết nối bên trong máy	51H20576-00M	Bo mạch kết nối bo mạch chính và bo micro Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-B108	Thay cáp kết nối bên trong máy	51H20576-00M	Bo mạch kết nối bo mạch chính và bo micro Desire 700	YES	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	51H20577-00M	Bo mạch ổ SIM Desire 700	BH DV	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	51H20577-00M	Bo mạch ổ SIM Desire 700	BH DV	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	51H20577-00M	Bo mạch ổ SIM Desire 700	NO	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	51H20577-00M	Bo mạch ổ SIM Desire 700	HTC BHQT	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	51H20577-00M	Bo mạch ổ SIM Desire 700	HTC BHQT	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	51H20577-00M	Bo mạch ổ SIM Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	51H20577-00M	Bo mạch ổ SIM Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	51H20577-00M	Bo mạch ổ SIM Desire 700	YES	
HTC	HTC-0P4O100	HTC-B101	Thay pin chính (phải mở máy)	35H00215-00M	Pin sạc 2100mAh/3.8V Desire 700	BH DV	
HTC	HTC-0P4O100	HTC-B101	Thay pin chính (phải mở máy)	35H00215-00M	Pin sạc 2100mAh/3.8V Desire 700	NO	
HTC	HTC-0P4O100	HTC-B101	Thay pin chính (phải mở máy)	35H00215-00M	Pin sạc 2100mAh/3.8V Desire 700	HTC BHQT	
HTC	HTC-0P4O100	HTC-B101	Thay pin chính (phải mở máy)	35H00215-00M	Pin sạc 2100mAh/3.8V Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-B101	Thay pin chính (phải mở máy)	35H00215-00M	Pin sạc 2100mAh/3.8V Desire 700	YES	
HTC	HTC-0P4O100	HTC-B101-0	Thay pin chính (kg mở máy)	35H00215-00M	Pin sạc 2100mAh/3.8V Desire 700	BH DV	
HTC	HTC-0P4O100	HTC-B101-0	Thay pin chính (kg mở máy)	35H00215-00M	Pin sạc 2100mAh/3.8V Desire 700	NO	
HTC	HTC-0P4O100	HTC-B101-0	Thay pin chính (kg mở máy)	35H00215-00M	Pin sạc 2100mAh/3.8V Desire 700	HTC BHQT	
HTC	HTC-0P4O100	HTC-B101-0	Thay pin chính (kg mở máy)	35H00215-00M	Pin sạc 2100mAh/3.8V Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-B101-0	Thay pin chính (kg mở máy)	35H00215-00M	Pin sạc 2100mAh/3.8V Desire 700	YES	
HTC	HTC-0P4O100	HTC-M002-JEAR	Thay jack tai nghe	36H01885-02M	Giắc tai nghe 8S/ One V	YES	
HTC	HTC-0P4O100	HTC-G103	Thay chuông	36H00972-02M	Chuông Sensation, Explorer, Evo 3D	BH DV	
HTC	HTC-0P4O100	HTC-G103	Thay chuông	36H00972-02M	Chuông Sensation, Explorer, Evo 3D	NO	
HTC	HTC-0P4O100	HTC-G103	Thay chuông	36H00972-02M	Chuông Sensation, Explorer, Evo 3D	HTC BHQT	
HTC	HTC-0P4O100	HTC-G103	Thay chuông	36H00972-02M	Chuông Sensation, Explorer, Evo 3D	REFURBISH	
HTC	HTC-0P4O100	HTC-G103.1	Thay loa	36H00972-02M	Chuông Sensation, Explorer, Evo 3D	BH DV	
HTC	HTC-0P4O100	HTC-G103.1	Thay loa	36H00972-02M	Chuông Sensation, Explorer, Evo 3D	NO	
HTC	HTC-0P4O100	HTC-G103.1	Thay loa	36H00972-02M	Chuông Sensation, Explorer, Evo 3D	HTC BHQT	
HTC	HTC-0P4O100	HTC-G103.1	Thay loa	36H00972-02M	Chuông Sensation, Explorer, Evo 3D	REFURBISH	
HTC	HTC-0P4O100	HTC-M002-Mic	Thay micro dưới (phải dùng mỏ hàn)	36H01022-00M	Micro One SV	YES	
HTC	HTC-0P4O100	HTC-G105	Thay rung	36H01028-00M	Rung Desire 700/ 501	YES	
HTC	HTC-0P4O100	HTC-G110-WT	Thay cáp tín hiệu Micro-USB (trắng)	73H00418-20M	Cáp tín hiệu MicroUSB HTC (trắng)	YES	
HTC	HTC-0P4O100	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	REFURBISH	
HTC	HTC-0P4O100	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	YES	
HTC	HTC-0P4O100	HTC-C122.3-PWR	Thay cáp tín hiệu nút Power	72H08033-00M	Miếng dán bo mạch cảm biến ánh sáng Desire 700	YES	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	72H07899-01M	Miếng dán bo ổ SIM (NR) Desire 700	BH DV	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	72H07899-01M	Miếng dán bo ổ SIM (NR) Desire 700	HTC BHQT	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	72H07899-01M	Miếng dán bo ổ SIM (NR) Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	72H07899-01M	Miếng dán bo ổ SIM (NR) Desire 700	YES	
HTC	HTC-0P4O100	HTC-M101	Thay bo mạch chính	72H07899-01M	Miếng dán bo ổ SIM (NR) Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-C102.3-LCAM	Thay kính Camera	72H07913-00M	Vòng trang trí camera bằng kim loại Desire 700	YES	
HTC	HTC-0P4O100	HTC-M101	Thay bo mạch chính	72H07915-00M	Tản nhiệt bo mạch chính Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-G117-Sub	Thay camera phụ	72H07945-00M	Miếng dán camera trước (NR) Desire 700	YES	
HTC	HTC-0P4O100	HTC-L101.2-Brown	Thay màn hình có cảm ứng và mặt trước (nâu)	72H07946-01M	Miếng dán bảo vệ bo mạch kết nối bo và bo sạc (NR) Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-L101.2-Brown	Thay màn hình có cảm ứng và mặt trước (nâu)	72H07946-01M	Miếng dán bảo vệ bo mạch kết nối bo và bo sạc (NR) Desire 700	YES	
HTC	HTC-0P4O100	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	72H07946-01M	Miếng dán bảo vệ bo mạch kết nối bo và bo sạc (NR) Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	72H07946-01M	Miếng dán bảo vệ bo mạch kết nối bo và bo sạc (NR) Desire 700	YES	
HTC	HTC-0P4O100	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)	72H07946-01M	Miếng dán bảo vệ bo mạch kết nối bo và bo sạc (NR) Desire 700	YES	
HTC	HTC-0P4O100	HTC-M101	Thay bo mạch chính	72H07946-01M	Miếng dán bảo vệ bo mạch kết nối bo và bo sạc (NR) Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-B108	Thay cáp kết nối bên trong máy	72H07946-01M	Miếng dán bảo vệ bo mạch kết nối bo và bo sạc (NR) Desire 700	HTC BHQT	
HTC	HTC-0P4O100	HTC-B108	Thay cáp kết nối bên trong máy	72H07946-01M	Miếng dán bảo vệ bo mạch kết nối bo và bo sạc (NR) Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-B108	Thay cáp kết nối bên trong máy	72H07946-01M	Miếng dán bảo vệ bo mạch kết nối bo và bo sạc (NR) Desire 700	YES	
HTC	HTC-0P4O100	HTC-G117-Main	Thay camera chính	72H07975-01M	Miếng dán camera sau Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-G117-Main	Thay camera chính	72H07975-01M	Miếng dán camera sau Desire 700	YES	
HTC	HTC-0P4O100	HTC-G117-Sub	Thay camera phụ	54H00493-00M	Camera phụ HTC One M7/M7C	YES	
HTC	HTC-0P4O100	HTC-G117-Main	Thay camera chính	54H00507-00M	Camera chính Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-G117-Main	Thay camera chính	54H00507-00M	Camera chính Desire 700	YES	
HTC	HTC-0P4O100	HTC-C102.3-LCAM	Thay kính Camera	71H04694-00M	Kiếng camera  Desire 700	BH DV	
HTC	HTC-0P4O100	HTC-C102.3-LCAM	Thay kính Camera	71H04694-00M	Kiếng camera  Desire 700	NO	
HTC	HTC-0P4O100	HTC-C102.3-LCAM	Thay kính Camera	71H04694-00M	Kiếng camera  Desire 700	HTC BHQT	
HTC	HTC-0P4O100	HTC-C102.3-LCAM	Thay kính Camera	71H04694-00M	Kiếng camera  Desire 700	REFURBISH	
HTC	HTC-0P4O100	HTC-C102.3-LCAM	Thay kính Camera	71H04694-00M	Kiếng camera  Desire 700	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	66H00138-01M	Miếng dán bảo vệ màn hình Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C113-WH	Thay miếng nhựa/nắp đậy sim/thẻ (trắng)	71H04835-00M	Nắp đậy ổ sim (trắng) Desire 816	NO	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C113-WH	Thay miếng nhựa/nắp đậy sim/thẻ (trắng)	71H04835-00M	Nắp đậy ổ sim (trắng) Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C113-WH	Thay miếng nhựa/nắp đậy sim/thẻ (trắng)	71H04835-00M	Nắp đậy ổ sim (trắng) Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C113-OR	Thay miếng nhựa/nắp đậy sim/thẻ (cam)	71H04835-01M	Nắp đậy ổ sim (cam) Desire 816	NO	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C113-OR	Thay miếng nhựa/nắp đậy sim/thẻ (cam)	71H04835-01M	Nắp đậy ổ sim (cam) Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C113-OR	Thay miếng nhựa/nắp đậy sim/thẻ (cam)	71H04835-01M	Nắp đậy ổ sim (cam) Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C113-BK	Thay miếng nhựa/nắp đậy sim/thẻ (đen)	71H04835-02M	Nắp đậy ổ sim (xám) Desire 816	NO	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C113-BK	Thay miếng nhựa/nắp đậy sim/thẻ (đen)	71H04835-02M	Nắp đậy ổ sim (xám) Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C113-BK	Thay miếng nhựa/nắp đậy sim/thẻ (đen)	71H04835-02M	Nắp đậy ổ sim (xám) Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C122.3	Thay dây tín hiệu kết nối	51H20621-00M	Dây tín hiệu màn hình Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G117-Sub	Thay camera phụ	54H00536-00M	Camera phụ Desire 816, One M8 Mini	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G117-Main	Thay camera chính	54H00537-00M	Camera chính Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G117-Main	Thay camera chính	54H00537-00M	Camera chính Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-SIM	Thay ổ SIM	72H08263-00M	Miếng dán bảo vệ dây tín hiệu màn hình Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C112-Black	Thay nắp lưng (đen)	72H08263-00M	Miếng dán bảo vệ dây tín hiệu màn hình Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-A102	Gắn lại kết nối (FPC/Anten)	72H08263-00M	Miếng dán bảo vệ dây tín hiệu màn hình Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-A102	Gắn lại kết nối (FPC/Anten)	72H08263-00M	Miếng dán bảo vệ dây tín hiệu màn hình Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	72H08263-00M	Miếng dán bảo vệ dây tín hiệu màn hình Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	72H08263-00M	Miếng dán bảo vệ dây tín hiệu màn hình Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G103.1	Thay loa	72H08263-00M	Miếng dán bảo vệ dây tín hiệu màn hình Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	72H08264-00M	Miếng dán bảo vệ đầu nối màn hình Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G117-Main	Thay camera chính	72H08265-00M	Miếng dán bảo vệ camera chính Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G117-Main	Thay camera chính	72H08265-00M	Miếng dán bảo vệ camera chính Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-BVOL	Thay nút Volume	36H00858-00M	Phím nguồn trong Desire Z, Desire 600, phím volume Desire X,U,V	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002.2-BPWR	Thay nút nguồn	36H00858-00M	Phím nguồn trong Desire Z, Desire 600, phím volume Desire X,U,V	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002.2-BPWR	Thay nút nguồn	36H00858-00M	Phím nguồn trong Desire Z, Desire 600, phím volume Desire X,U,V	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-JEAR	Thay jack tai nghe	36H01060-00M	Giắc tai nghe Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G105	Thay rung	36H01064-00M	Rung Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-Mic	Thay micro dưới (phải dùng mỏ hàn)	36H01046-00M	Micro Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-Mic	Thay micro dưới (phải dùng mỏ hàn)	36H01046-00M	Micro Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-B101	Thay pin chính (phải mở máy)	35H00220-01M	Pin sạc 2600mAh/3,8V Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-B101	Thay pin chính (phải mở máy)	35H00220-01M	Pin sạc 2600mAh/3,8V Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-Flash	Thay đèn Flash bên trong máy	27H00313-03M	Đèn led  Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	51H00966-00M	Bo micro/sạc Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	51H00966-00M	Bo micro/sạc Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M201.1-SSR	Thay bo cảm biến	51H00969-00M	Bo cảm biến ánh sáng Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G103	Thay chuông	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G103.1	Thay loa	36H01916-00M	Loa One, One max, Desire 600/700	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G103.1	Thay loa	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-Black	Thay khung sườn (đen)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-Black	Thay khung sườn (đen)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-Orange	Thay khung sườn (cam)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-Orange	Thay khung sườn (cam)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-White	Thay khung sườn (trắng)	36H01916-00M	Loa One, One max, Desire 600/700	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-White	Thay khung sườn (trắng)	36H01916-00M	Loa One, One max, Desire 600/700	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-White	Thay khung sườn (trắng)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-C102-White	Thay khung sườn (trắng)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G106-Black	Thay tai nghe (đen)	39H00013-00M	Tai nghe HTC (đen) 8S/8X/Butterfly, Desire 300/500/700/C/L/SV/U/V/X, One S/SV/V/X/X+	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B266-00M	Dán chống bụi màn hình trên Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B266-00M	Dán chống bụi màn hình trên Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B267-00M	Dán chống bụi màn hình trái Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B267-00M	Dán chống bụi màn hình trái Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B268-00M	Dán chống bụi màn hình phải Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B268-00M	Dán chống bụi màn hình phải Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B269-00M	Dán chống bụi màn hình dưới Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B269-00M	Dán chống bụi màn hình dưới Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B282-00M	Dán cố định bên trái pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	76H0B282-00M	Dán cố định bên trái pin Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-G103.1	Thay loa	76H0B282-00M	Dán cố định bên trái pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-A102	Gắn lại kết nối (FPC/Anten)	76H0B282-00M	Dán cố định bên trái pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-B101	Thay pin chính (phải mở máy)	76H0B282-00M	Dán cố định bên trái pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-B101	Thay pin chính (phải mở máy)	76H0B282-00M	Dán cố định bên trái pin Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-SIM	Thay ổ SIM	76H0B282-00M	Dán cố định bên trái pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	76H0B282-00M	Dán cố định bên trái pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	76H0B283-00M	Dán cố định bên phải pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-M002-SIM	Thay ổ SIM	76H0B283-00M	Dán cố định bên phải pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-B101	Thay pin chính (phải mở máy)	76H0B283-00M	Dán cố định bên phải pin Desire 816	REFURBISH	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-B101	Thay pin chính (phải mở máy)	76H0B283-00M	Dán cố định bên phải pin Desire 816	YES	
HTC	HTC Desire 816 Dual Sim (VN)/ D816w/ A5#DUG-C9#ASIA	HTC-A102	Gắn lại kết nối (FPC/Anten)	76H0B283-00M	Dán cố định bên phải pin Desire 816	REFURBISH	
