LDT	Model	Mã SC	Sửa Chữa	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền Công Sửa
HTC	HTC-0P3P520	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	77H50015-00M	Miếng dán pin One Max	YES	
HTC	HTC-0P3P520	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	77H50015-00M	Miếng dán pin One Max	HTC BHQT	
HTC	HTC-0P3P520	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	77H50015-00M	Miếng dán pin One Max	YES	
HTC	HTC-0P3P520	HTC-M101	Thay bo mạch chính	99HWN030-02	Bo mạch chính One Max UL (PN này chỉ thay máy BHQT)	HTC BHQT	
HTC	HTC-0P3P520	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	80H01666-01	Màn hình One Max	YES	
HTC	HTC-0P3P520	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	80H01666-02	Màn hình có cảm ứng (đen) One Max	YES	
HTC	HTC-0P3P520	HTC-C122.2-KVOL	Thay cáp tín hiệu âm thanh/ volume	51H20558-00M	Miếng mach in phím vol One Max	HTC BHQT	
HTC	HTC-0P3P520	HTC-C122.2-KVOL	Thay cáp tín hiệu âm thanh/ volume	51H20558-00M	Miếng mach in phím vol One Max	YES	
HTC	HTC-0P3P520	HTC-G117-Sub	Thay camera phụ	54H00512-00M	Camera phụ One Max	YES	
HTC	HTC-0P3P520	HTC-G117-Main	Thay camera chính	54H00505-00M	Camera chính HTC One Mini/ One Max/ Butterfly S	HTC BHQT	
HTC	HTC-0P3P520	HTC-G117-Main	Thay camera chính	54H00506-00M	Camera chính HTC One Mini/ One Max/ Butterfly S	YES	
HTC	HTC-0P3P520	HTC-M101	Thay bo mạch chính	71H04701-00M	Cao su đệm bo cảm biến One Max	HTC BHQT	
HTC	HTC-0P3P520	HTC-M101	Thay bo mạch chính	71H04701-00M	Cao su đệm bo cảm biến One Max	YES	
HTC	HTC-0P3P520	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	66H00134-01M	Miếng dán bảo vệ màn hình One Max	YES	
HTC	HTC-0P3P520	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	66H00134-01M	Miếng dán bảo vệ màn hình One Max	YES	
HTC	HTC-0P3P520	HTC-G117-Main	Thay camera chính	72H08016-00M	Tản nhiệt camera chính One Max	YES	
HTC	HTC-0P3P520	HTC-P002-White	Fix theo SA (trắng)	72H08095-00M	Miếng tản nhiệt CPU One Max	HTC BHQT	
HTC	HTC-0P3P520	HTC-P002-White	Fix theo SA (trắng)	72H08095-00M	Miếng tản nhiệt CPU One Max	YES	
HTC	HTC-0P3P520	HTC-00-WH	Mở máy (trắng)	72H08095-00M	Miếng tản nhiệt CPU One Max	HTC BHQT	
HTC	HTC-0P3P520	HTC-00-WH	Mở máy (trắng)	72H08095-00M	Miếng tản nhiệt CPU One Max	YES	
HTC	HTC-0P3P520	HTC-00-BL	Mở Máy (đen)	72H08095-00M	Miếng tản nhiệt CPU One Max	HTC BHQT	
HTC	HTC-0P3P520	HTC-00-BL	Mở Máy (đen)	72H08095-00M	Miếng tản nhiệt CPU One Max	YES	
HTC	HTC-0P3P520	HTC-M101	Thay bo mạch chính	72H07973-00M	Miếng dán cách điện màn hình và pin One Max	HTC BHQT	
HTC	HTC-0P3P520	HTC-M101	Thay bo mạch chính	72H07973-00M	Miếng dán cách điện màn hình và pin One Max	YES	
HTC	HTC-0P3P520	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	72H07979-00M	Miếng dán che đầu nối cảm ứng One Max	HTC BHQT	
HTC	HTC-0P3P520	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	72H07979-00M	Miếng dán che đầu nối cảm ứng One Max	YES	
HTC	HTC-0P3P520	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	72H07979-00M	Miếng dán che đầu nối cảm ứng One Max	YES	
HTC	HTC-0P3P520	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	YES	
HTC	HTC-0P3P520	HTC-B101	Thay pin chính (phải mở máy)	35H00211-00M	Pin One Max	NO	
HTC	HTC-0P3P520	HTC-B101	Thay pin chính (phải mở máy)	35H00211-00M	Pin One Max	YES	
HTC	HTC-0P3P520	HTC-G106	Thay tai nghe	39H00014-08M	Tai nghe HTC (đen) One, One Mini/Max, Desire 200/600	YES	
HTC	HTC-0P3P520	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC-0P3P520	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC-0P3P520	HTC-G103.1	Thay loa	36H01916-00M	Loa One, One max, Desire 600/700	HTC BHQT	
HTC	HTC-0P3P520	HTC-G103.1	Thay loa	36H01916-00M	Loa One, One max, Desire 600/700	YES	
HTC	HTC-0P3P520	HTC-G103.2	Thay jack tai nghe	36H01919-00M	Jack âm thanh M7	NO	
HTC	HTC-0P3P520	HTC-G103.2	Thay jack tai nghe	36H01919-00M	Jack âm thanh M7	HTC BHQT	
HTC	HTC-0P3P520	HTC-G103.2	Thay jack tai nghe	36H01919-00M	Jack âm thanh M7	YES	
HTC	HTC-0P3P520	HTC-M104.2	Thay bo trên	51H10232-02M	Bo jack âm thanh và camera One Max	YES	
HTC	HTC-0P3P520	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	51H10231-06M	Bo sạc One Max	HTC BHQT	
HTC	HTC-0P3P520	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	51H10231-06M	Bo sạc One Max	YES	
HTC	HTC-0P8B210	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	51H10241-00M	Bo micro/ jack USB One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	51H10241-00M	Bo micro/ jack USB One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	51H10241-00M	Bo micro/ jack USB One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-P002-Mic	Fix theo SA (b.mic 1413~1423)	51H10241-00M	Bo micro/ jack USB One M8 Mini	NO	
HTC	HTC-0P8B210	HTC-P002-Mic	Fix theo SA (b.mic 1413~1423)	51H10241-00M	Bo micro/ jack USB One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-P002-Mic	Fix theo SA (b.mic 1413~1423)	51H10241-00M	Bo micro/ jack USB One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-P002-Mic	Fix theo SA (b.mic 1413~1423)	51H10241-00M	Bo micro/ jack USB One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-P002-Mic	Fix theo SA (b.mic 1413~1423)	51H10241-00M	Bo micro/ jack USB One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-G106-Black	Thay tai nghe (đen)	39H00021-00M	Tai nghe One M8 Mini, M8, M7 (đen)	REFURBISH	
HTC	HTC-0P8B210	HTC-G106-Black	Thay tai nghe (đen)	39H00021-00M	Tai nghe One M8 Mini, M8, M7 (đen)	YES	
HTC	HTC-0P8B210	HTC-G105	Thay rung	36H01950-00M	Rung One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-C102-Black	Thay khung sườn (đen)	36H01936-00M	Chuông trên One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-C102-Black	Thay khung sườn (đen)	36H01936-00M	Chuông trên One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-G103.1	Thay loa	36H01936-00M	Chuông trên One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	36H01936-00M	Chuông trên One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	36H01936-00M	Chuông trên One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	36H01936-00M	Chuông trên One M8 Mini	NO	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	36H01936-00M	Chuông trên One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	36H01936-00M	Chuông trên One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	36H01936-00M	Chuông trên One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	36H01936-00M	Chuông trên One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	36H01936-00M	Chuông trên One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	36H01936-00M	Chuông trên One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-B101	Thay pin chính (phải mở máy)	35H00216-00M	Pin sạc 2100mA/3,8V One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-G103	Thay chuông	36H01057-00M	Chuông dưới One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-G103.3-HRSP	Thay hộp chuông/ loa	36H01057-00M	Chuông dưới One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-M002-Mic	Thay micro dưới (phải dùng mỏ hàn)	36H01046-00M	Micro Desire 816	YES	
HTC	HTC-0P8B210	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	YES	
HTC	HTC-0P8B210	HTC-G111-Grey	Thay khay SIM (xám)	72H08341-00M	Khung ổ sim (xám) One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-G111-Grey	Thay khay SIM (xám)	72H08341-00M	Khung ổ sim (xám) One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-G111-Gold	Thay khay SIM (vàng)	72H08341-02M	Khung ổ sim (vàng) One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-G111-Gold	Thay khay SIM (vàng)	72H08341-02M	Khung ổ sim (vàng) One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-G111.1-SDGold	Thay khay thẻ nhớ (vàng)	72H08342-02M	Khung thẻ nhớ (vàng) One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-G111.1-SDGold	Thay khay thẻ nhớ (vàng)	72H08342-02M	Khung thẻ nhớ (vàng) One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	YES	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	YES	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	YES	
HTC	HTC-0P8B210	HTC-B101	Thay pin chính (phải mở máy)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	YES	
HTC	HTC-0P8B210	HTC-C102-Black	Thay khung sườn (đen)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	REFURBISH	
HTC	HTC-0P8B210	HTC-C102-Black	Thay khung sườn (đen)	72H08477-00M	Miếng dán cố định pin HTC One Mini 2	YES	
HTC	HTC-0P8B210	HTC-G117-Main	Thay camera chính	54H00537-01M	Camera sau One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-M104.2	Thay bo trên	54H20504-00M	Bo trên One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	83H10108-00	Màn hình có cảm ứng One M8 Mini	NO	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	83H10108-00	Màn hình có cảm ứng One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	83H10108-00	Màn hình có cảm ứng One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	83H10108-00	Màn hình có cảm ứng One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	83H10108-00	Màn hình có cảm ứng One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	83H10108-00	Màn hình có cảm ứng One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	83H10108-00	Màn hình có cảm ứng One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	83H10108-00	Màn hình có cảm ứng One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	83H10108-00	Màn hình có cảm ứng One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-C112-Grey	Thay nắp lưng (Xám)	83H40012-04	Nắp lưng (xám) One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-C112-Grey	Thay nắp lưng (Xám)	83H40012-04	Nắp lưng (xám) One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-C112-Yellow	Thay nắp lưng (vàng)	83H40012-06	Nắp lưng (vàng) One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-C112-Yellow	Thay nắp lưng (vàng)	83H40012-06	Nắp lưng (vàng) One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-M101	Thay bo mạch chính	99HZY058-02	Bo mạch chính One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-M101	Thay bo mạch chính	99HZY058-02	Bo mạch chính One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	77H50019-00M	Miếng dán pin One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	77H50019-00M	Miếng dán pin One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	77H50019-00M	Miếng dán pin One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	77H50019-00M	Miếng dán pin One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	77H50019-00M	Miếng dán pin One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	77H50019-00M	Miếng dán pin One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	77H50019-00M	Miếng dán pin One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	77H50019-00M	Miếng dán pin One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-B101	Thay pin chính (phải mở máy)	77H50019-00M	Miếng dán pin One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-C102-Black	Thay khung sườn (đen)	77H50019-00M	Miếng dán pin One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-C102-Black	Thay khung sườn (đen)	77H50019-00M	Miếng dán pin One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	NO	
HTC	HTC-0P8B210	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	REFURBISH	
HTC	HTC-0P8B210	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	YES	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	76H0B348-00M	Keo 2 mặt dán pin	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	76H0B348-00M	Keo 2 mặt dán pin	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	76H0B348-00M	Keo 2 mặt dán pin	YES	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	76H0B348-00M	Keo 2 mặt dán pin	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	76H0B348-00M	Keo 2 mặt dán pin	YES	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	76H0B348-00M	Keo 2 mặt dán pin	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	76H0B348-00M	Keo 2 mặt dán pin	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	76H0B348-00M	Keo 2 mặt dán pin	YES	
HTC	HTC-0P8B210	HTC-C102-Black	Thay khung sườn (đen)	76H0B348-00M	Keo 2 mặt dán pin	YES	
HTC	HTC-0P8B210	HTC-B101	Thay pin chính (phải mở máy)	76H0B348-00M	Keo 2 mặt dán pin	YES	
HTC	HTC-0P8B210	HTC-00-BL	Mở Máy (đen)	74H02660-00M	Miếng nhựa che loa trên xám One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-00-BL	Mở Máy (đen)	74H02660-00M	Miếng nhựa che loa trên xám One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-00-BL	Mở Máy (đen)	74H02660-00M	Miếng nhựa che loa trên xám One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-P002-Grey	Fix theo SA (xám)	74H02660-00M	Miếng nhựa che loa trên xám One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-P002-White	Fix theo SA (trắng)	74H02660-01M	Miếng nhựa che loa trên bạc One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-P002-White	Fix theo SA (trắng)	74H02660-01M	Miếng nhựa che loa trên bạc One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-00-WH	Mở máy (trắng)	74H02660-01M	Miếng nhựa che loa trên bạc One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-00-WH	Mở máy (trắng)	74H02660-01M	Miếng nhựa che loa trên bạc One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-00-Gold	Mở máy (vàng)	74H02660-02M	Miếng nhựa che loa trên vàng One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-00-Gold	Mở máy (vàng)	74H02660-02M	Miếng nhựa che loa trên vàng One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-00-Gold	Mở máy (vàng)	74H02660-02M	Miếng nhựa che loa trên vàng One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-P002-Gold	Fix theo SA (vàng)	74H02660-02M	Miếng nhựa che loa trên vàng One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-P002-Gold	Fix theo SA (vàng)	74H02660-02M	Miếng nhựa che loa trên vàng One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	74H02661-00M	Miếng nhựa che loa dưới xám One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	74H02661-00M	Miếng nhựa che loa dưới xám One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	74H02661-00M	Miếng nhựa che loa dưới xám One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-C102-Black	Thay khung sườn (đen)	74H02661-00M	Miếng nhựa che loa dưới xám One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	74H02661-02M	Miếng nhựa che loa dưới vàng One M8 Mini	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	74H02661-02M	Miếng nhựa che loa dưới vàng One M8 Mini	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	74H02661-02M	Miếng nhựa che loa dưới vàng One M8 Mini	YES	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	YES	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	HTC BHQT	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Gray	Thay màn hình có cảm ứng và mặt trước (xám)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	YES	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	NO	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	REFURBISH	
HTC	HTC-0P8B210	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	YES	
HTC	HTC-0P8B210	HTC-C102-Black	Thay khung sườn (đen)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	REFURBISH	
HTC	HTC-0P8B210	HTC-C102-Black	Thay khung sườn (đen)	74H02662-00M	Khung sườn One M8 Mini đen (NR)	YES	
HTC	HTC-PO58100	HTC-M002-JUSB	Thay jack USB/ Micro USB	75H00975-13M	Jack USB M7	NO	
HTC	HTC-PO58100	HTC-M002-JUSB	Thay jack USB/ Micro USB	75H00975-13M	Jack USB M7	YES	
HTC	HTC-PO58100	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	BH DV	
HTC	HTC-PO58100	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	NO	
HTC	HTC-PO58100	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	HTC BHQT	
HTC	HTC-PO58100	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	REFURBISH	
HTC	HTC-PO58100	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	YES	
HTC	HTC-PO58100	HTC-M002.2-VOL	Thay cáp tín hiệu âm thanh/ volume	73H20549-49M	Miếng mạch in nút âm thanh One Mini	REFURBISH	
HTC	HTC-PO58100	HTC-M002.2-VOL	Thay cáp tín hiệu âm thanh/ volume	73H20549-49M	Miếng mạch in nút âm thanh One Mini	YES	
HTC	HTC-PO58100	HTC-M101	Thay bo mạch chính	76H09370-00M	Miếng dán bảo vệ đầu nối ổ SIM HTC One Mini	HTC BHQT	
HTC	HTC-PO58100	HTC-M101	Thay bo mạch chính	76H09370-00M	Miếng dán bảo vệ đầu nối ổ SIM HTC One Mini	YES	
HTC	HTC-PO58100	HTC-M101	Thay bo mạch chính	76H0A325-00M	Miếng dán cố dịnh dây an ten HTC One Mini	HTC BHQT	
