LDT		Model App	Mã Sửa Chữa	Sửa Chữa	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền linh kiện	Tiền Công Sửa	Mức Sửa
Lenovo		Lenovo S90-A_32G	LNV-2.73	Thay Pin	SB19A6N2FG	Pin sạc 2300mAh BL231 Lenovo S90-A	YES	310000	300000	M3
Lenovo		Lenovo S920	LNV-2.73	Thay Pin	SB19A19866	Pin sạc BL208, Lenovo S920	YES	420000	0	Free
Lenovo		Lenovo S930	LNV-2.73	Thay Pin	SB19A463BW	Pin sạc 3000mAh/BL217 Lenovo S930	YES	470000	0	Free
Lenovo		Lenovo S960	LNV-2.73	Thay Pin	SB19A463BU	Pin sạc 2000mAh BL215, Lenovo S960	YES	460000	200000	M2
Lenovo		Lenovo X2	LNV-2.73	Thay Pin	5B19A6MX5B	Pin sạc 2300mAh BL231 Lenovo X2	YES	350000	300000	M3
Lenovo		Lenovo A369i	LNV-2.800	Thay Vỏ mặt trước	5S59A463WH	Vỏ mặt trước (đen) Lenovo A369I	YES	80000	200000	M2
Lenovo		Lenovo A316i	LNV-2.801	Thay Vỏ mặt trước (đen)	5S59A467SQ	Vỏ mặt trước Lenovo A316i	YES	90000	300000	M3
Lenovo		Lenovo A516	LNV-2.801	Thay Vỏ mặt trước (đen)	SS59A462T4	Vỏ mặt trước (xám) Lenovo A516	YES	200000	200000	M2
Lenovo		Lenovo P780_8G	LNV-2.801	Thay Vỏ mặt trước (đen)	5S59A465FM	Vỏ mặt trước (đen) Lenovo P780	YES	320000	300000	M3
Lenovo		Lenovo A516	LNV-2.802	Thay Vỏ mặt trước (trắng)	SS59A4637X	Khung vỏ mặt trước có keo dán cảm ứng (trắng) Lenovo A516	YES	220000	250000	M2.5
Lenovo		Lenovo A526	LNV-2.810	Thay Vỏ mặt sau	5S59A6MW53	Vỏ mặt sau Lenovo A526	YES	310000	200000	M2
Lenovo		Lenovo S660	LNV-2.810	Thay Vỏ mặt sau	5S59A6MVY9	Vỏ mặt sau Lenovo S660	YES	590000	200000	M2
Lenovo		Lenovo S860	LNV-2.810	Thay Vỏ mặt sau	5S59A6MW3G	Vỏ mặt sau Lenovo S860	YES	910000	200000	M2
Lenovo		Lenovo A316i	LNV-2.811	Thay Vỏ mặt sau (đen)	5S59A467SJ	Vỏ mặt sau Lenovo A316i	YES	130000	200000	M2
Lenovo		Lenovo A319	LNV-2.811	Thay Vỏ mặt sau (đen)	5S59A6N43C	Khung sườn sau Lenovo A319	YES	110000	200000	M2
Lenovo		Lenovo A516	LNV-2.811	Thay Vỏ mặt sau (đen)	SA39A462T7	Vỏ mặt sau (đen) Lenovo A516	YES	170000	200000	M2
Lenovo		Lenovo A6000	LNV-2.811	Thay Vỏ mặt sau (đen)	5S58C00657	Vỏ mặt sau (đen) Lenovo A6000	YES	180000	300000	M3
Lenovo		Lenovo A680	LNV-2.811	Thay Vỏ mặt sau (đen)	5S59A4671V	Vỏ mặt sau (đen) Lenovo A680	YES	210000	200000	M2
Lenovo		Lenovo A850	LNV-2.811	Thay Vỏ mặt sau (đen)	5S59A464OZ	Vỏ mặt sau (đen) Lenovo A850	YES	110000	200000	M2
Lenovo		Lenovo K900_16G	LNV-2.811	Thay Vỏ mặt sau (đen)	5S59A4644C	Nắp pin sau (đen) Lenovo K900	YES	680000	200000	M2
Lenovo		Lenovo K900_32G	LNV-2.811	Thay Vỏ mặt sau (đen)	5S59A4644C	Nắp pin sau (đen) Lenovo K900	YES	680000	200000	M2
Lenovo		Lenovo P780_8G	LNV-2.811	Thay Vỏ mặt sau (đen)	SS59A462CU	Vỏ mặt sau Lenovo P780_8G	YES	150000	200000	M2
Lenovo		Lenovo S660	LNV-2.811	Thay Vỏ mặt sau (đen)	5S59A6MVY9	Vỏ mặt sau Lenovo S660	YES	590000	200000	M2
Lenovo		Lenovo A516	LNV-2.812	Thay Vỏ mặt sau (trắng)	5A39A464PM	Vỏ mặt sau (bạc) Lenovo A516	YES	160000	200000	M2
Lenovo		Lenovo A680	LNV-2.812	Thay Vỏ mặt sau (trắng)	5S59A467LC	Vỏ mặt sau (trắng) Lenovo A680	YES	250000	200000	M2
Lenovo		Lenovo A850	LNV-2.812	Thay Vỏ mặt sau (trắng)	5S59A464Y6	Vỏ mặt sau (trắng) Lenovo A850	YES	160000	200000	M2
Lenovo		Lenovo S650	LNV-2.812	Thay Vỏ mặt sau (trắng)	SA39A462NS	Vỏ mặt sau (trắng) Lenovo S650	YES	190000	200000	M2
Lenovo		Lenovo A859	LNV-2.813	Thay Vỏ mặt sau (xám)	5S59A6MWTG	Vỏ mặt sau (xám) Lenovo A859	YES	140000	200000	M2
Lenovo		Lenovo K900_16G	LNV-2.813	Thay Vỏ mặt sau (xám)	5S59A4644E	Vỏ mặt sau (xám, có kính camera) Lenovo K900	YES	880000	200000	M2
Lenovo		Lenovo K900_32G	LNV-2.813	Thay Vỏ mặt sau (xám)	5S59A4644E	Vỏ mặt sau (xám, có kính camera) Lenovo K900	YES	880000	200000	M2
Lenovo		Lenovo A316i	LNV-2.820	Thay Nắp lưng	5S59A467SL	Nắp pin Lenovo A316i	YES	30000	0	Free
Lenovo		Lenovo A369i	LNV-2.820	Thay Nắp lưng	5S59A463WJ	Nắp pin (đen) Lenovo A369I	YES	20000	0	Free
Lenovo		Lenovo A526	LNV-2.820	Thay Nắp lưng	5S59A6MW54	Nắp pin Lenovo A526	YES	80000	0	Free
Lenovo		Lenovo P70-A	LNV-2.820	Thay Nắp lưng	5S58C00452	Nắp pin Lenovo P70-A	YES	150000	0	Free
Lenovo		Lenovo S930	LNV-2.820	Thay Nắp lưng	5S59A467LH	Nắp pin (silver) Lenovo S930	YES	150000	300000	M3
Lenovo		Lenovo S960	LNV-2.820	Thay Nắp lưng	5S59A465LA	Nắp pin Lenovo S960	YES	320000	200000	M2
Lenovo		Lenovo A269i	LNV-2.821	Thay Nắp lưng (đen)	5S59A465KL	Nắp lưng sau Lenovo A269I	YES	100000	0	Free
Lenovo		Lenovo A319	LNV-2.821	Thay Nắp lưng (đen)	5S59A6N431	Nắp pin Lenovo A319	YES	120000	0	Free
Lenovo		Lenovo A5000	LNV-2.821	Thay Nắp lưng (đen)	5S58C00744	Nắp pin Lenovo A5000 (đen)	YES	100000	0	Free
Lenovo		Lenovo A536	LNV-2.821	Thay Nắp lưng (đen)	5S59A6N0DF	Nắp pin (đen) Lenovo A536	YES	100000	0	Free
Lenovo		Lenovo A6000	LNV-2.821	Thay Nắp lưng (đen)	5S58C00656	Nắp pin (đen) Lenovo A6000	YES	140000	0	Free
Lenovo		Lenovo A680	LNV-2.821	Thay Nắp lưng (đen)	5S59A466RO	Nắp pin (đen) Lenovo A680	YES	90000	0	Free
Lenovo		Lenovo A850	LNV-2.821	Thay Nắp lưng (đen)	5S59A466SD	Nắp pin (đen) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo K910L	LNV-2.821	Thay Nắp lưng (đen)	5S59A4678I	Nắp pin (màu kim loại) Lenovo K910L	YES	650000	0	Free
Lenovo		Lenovo P780_8G	LNV-2.821	Thay Nắp lưng (đen)	SMO9A45537	Nắp pin Lenovo P780_8G	YES	300000	0	Free
Lenovo		Lenovo S580	LNV-2.821	Thay Nắp lưng (đen)	5S59A6N2YS	Nắp pin (đen) Lenovo S580	YES	350000	0	Free
Lenovo		Lenovo S660	LNV-2.821	Thay Nắp lưng (đen)	5S59A6MVXV	Nắp pin Lenovo S660	YES	240000	0	Free
Lenovo		Lenovo X2	LNV-2.821	Thay Nắp lưng (đen)	5S58C00333	Nắp pin (đen) Lenovo X2	YES	980000	300000	M3
Lenovo		Lenovo A680	LNV-2.822	Thay Nắp lưng (trắng)	5S59A467L8	Nắp pin (trắng) Lenovo A680	YES	110000	0	Free
Lenovo		Lenovo A850	LNV-2.822	Thay Nắp lưng (trắng)	5S59A466SE	Nắp pin (trắng) Lenovo A850	YES	120000	0	Free
Lenovo		Lenovo A859	LNV-2.822	Thay Nắp lưng (trắng)	5S59A467PL	Nắp pin (trắng) Lenovo A859	YES	100000	0	Free
Lenovo		Lenovo K910L	LNV-2.822	Thay Nắp lưng (trắng)	5S59A4673C	Nắp pin (bạc) Lenovo K910L	YES	350000	0	Free
Lenovo		Lenovo S850	LNV-2.822	Thay Nắp lưng (trắng)	5L99A467DG	Nắp lưng (trắng) Lenovo S850	YES	600000	200000	M2
Lenovo		Lenovo X2	LNV-2.822	Thay Nắp lưng (trắng)	5S59A6N4T5	Nắp pin (trắng) Lenovo X2	YES	690000	300000	M3
Lenovo		Lenovo S850	LNV-2.823	Thay Nắp lưng (xanh)	5L99A6MY76	Nắp lưng sau (xanh) Lenovo S850	YES	650000	200000	M2
Lenovo		Lenovo S850	LNV-2.824	Thay Nắp lưng (hồng)	5L99A4671F	Nắp lưng (hồng) Lenovo S850	YES	570000	200000	M2
Lenovo		Lenovo S580	LNV-2.825	Thay Nắp lưng (vàng)	5S58C00153	Nắp pin (gold) Lenovo S580 	YES	220000	0	Free
Lenovo		Lenovo X2	LNV-2.825	Thay Nắp lưng (vàng)	5S59A6N4T1	Nắp pin (vàng) Lenovo X2	YES	940000	300000	M3
Lenovo		Lenovo S580	LNV-2.826	Thay Nắp lưng (bạc)	5S58C00150	Nắp pin (silver) Lenovo S580	YES	250000	0	Free
Lenovo		Lenovo A319	LNV-2.827	Thay Nắp lưng (đỏ)	5S59A6N4KD	Nắp pin (đỏ) Lenovo A319	YES	120000	0	Free
Lenovo		Lenovo X2	LNV-2.827	Thay Nắp lưng (đỏ)	5S59A6N4T3	Nắp pin (đỏ) Lenovo X2	YES	690000	300000	M3
Lenovo		Lenovo K900_16G	LNV-2.835	Thay khay SIM (xám)	SM89A45171	Khay SIM Lenovo K900	YES	80000	0	Free
Lenovo		Lenovo K900_32G	LNV-2.835	Thay khay SIM (xám)	SM89A45171	Khay SIM Lenovo K900	YES	80000	0	Free
Lenovo		Lenovo S860	LNV-2.835	Thay khay SIM (xám)	5M89A6MVND	Khay sim Lenovo S860	YES	190000	0	Free
Lenovo		Lenovo S960	LNV-2.835	Thay khay SIM (xám)	5M89A464SA	Khay sim Lenovo S960	YES	90000	0	Free
